"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","Segmentos de público","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]","ADS - ART 3","Evelyn Regly BM - LM",existing,inactive,ad,1.52586207,354,0,,4.45,2,2,2.225,,12.57062147,"Compras no site",4.45,1,0.5,1,20.18876404,"Valor de conversão da compra no site",89.84,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","ARTE 2 MES CLIENTE — Cópia","[CAMPANHA AQUISIÇÃO]",engaged,inactive,ad,1.44262295,352,0,,5.86,,,,,16.64772727,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Marcela Jacaré - Vm",engaged,archived,ad,1.0931677,352,0.24147727,,10.34,5,5,2.068,,29.375,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 7","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.39130435,352,0.36079545,,26.09,38,28,0.68657895,,74.11931818,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",engaged,inactive,ad,1.29889299,352,0,,15.16,7,6,2.16571429,,43.06818182,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LUCIANA MOFU","[EXCLUSÃO BASE] [ADV. +]",existing,inactive,ad,1.20205479,351,0.1025641,,4.05,1,,4.05,,11.53846154,"Compras no site",4.05,2,1,1,41.53580247,"Valor de conversão da compra no site",168.22,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - BOFU RMKT3 17-05","[TRIO MAG] [RMKT]",existing,not_delivering,ad,1.07361963,350,0,,10.02,6,5,1.67,,28.62857143,,,0,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RAIZA",[RMK],engaged,inactive,ad,1.32575758,350,0.14,,4.68,1,1,4.68,,13.37142857,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - DANI — Cópia","teste aquisição ate dia 15  - Lm",existing,not_delivering,ad,1.18027211,347,0.12391931,,7.2,7,3,1.02857143,,20.74927954,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - LARI","[CAMPANHA AQUISIÇÃO]",engaged,inactive,ad,1.18493151,346,0.26300578,,5.55,1,1,5.55,,16.04046243,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Rachel - Kit",existing,not_delivering,ad,1.19649123,341,0.20821114,,14.94382782,6,4,2.49063797,,43.82354201,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - MORGANA TOFU — Cópia",[RMK],engaged,inactive,ad,1.14864865,340,0.11176471,,4.07,2,2,2.035,,11.97058824,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 7","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.23188406,340,0.14411765,,5,1,,5,,14.70588235,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD1,"TESTE RAIZA ATE 21-03",prospecting,archived,ad,1.24632353,339,0.1120944,,10.13,1,,10.13,,29.8820059,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD1,"TESTE RACHEL ATE 21-03",existing,archived,ad,1.23809524,338,0.16568047,,14.5,5,3,2.9,,42.89940828,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Raiza - VM",existing,not_delivering,ad,1.31640625,337,0.14540059,,7.18,3,2,2.39333333,,21.30563798,"Compras no site",7.18,,0.33333333,1,25.42061281,"Valor de conversão da compra no site",182.52,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - RMKT — Cópia","[EXCLUSÃO BASE] [ADV. +]",prospecting,inactive,ad,1.27862595,335,0,,1.48,,,,,4.41791045,,,1,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2 - 18-02",Jejoom,prospecting,not_delivering,ad,1.02453988,334,0,,8.44,6,5,1.40666667,,25.26946108,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia — Cópia","[TESTE PB FECHADO]",prospecting,active,ad,1.03405573,334,0.00598802,,5.37,3,2,1.79,,16.07784431,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 9","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.17605634,334,0.1497006,,3.74,1,,3.74,,11.19760479,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Adeli - Lm e Vm",engaged,not_delivering,ad,1.11,333,0.28228228,,14.78,1,1,14.78,,44.38438438,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD5,"Influ Lari - Jejoom",engaged,not_delivering,ad,1.26717557,332,0.17771084,,7.15,8,2,0.89375,,21.53614458,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - JESSICA","[AQUISIÇÃO]  [ADV. +]",unknown,inactive,ad,1.04731861,332,0.22891566,,17.44009251,8,5,2.18001156,,52.53039912,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Sabrina - Vm [Teste até 13-03]",engaged,archived,ad,1.10702341,331,0.24169184,,13.1,5,3,2.62,,39.57703927,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JESSICA MOFU NIVER","Evelyn Regly BM - LM",prospecting,not_delivering,ad,1.16487455,325,0.16307692,,9.63,3,1,3.21,,29.63076923,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN NIVER","Evelyn Regly BM - LM",engaged,not_delivering,ad,1.10958904,324,0.22530864,,7.89,4,3,1.9725,,24.35185185,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Video-Rmkt-DaniWinits — Cópia","LP - ATUAL",engaged,archived,ad,1.23461538,321,0.105919,,8.53,8,9,1.06625,,26.57320872,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - DANI TOFU 1","[BOFU] [ADV+ ABERTO] [ESTATICO]",existing,not_delivering,ad,1.04234528,320,0.240625,,3.53,1,1,3.53,,11.03125,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS - BRUNA 1 — Cópia","[DIGESTINO] [RMKT]",prospecting,not_delivering,ad,1.22779923,318,0.12893082,,10.2,2,2,5.1,,32.0754717,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","Influ Raiza 2",engaged,not_delivering,ad,1.268,317,0.20504732,,6.43,1,1,6.43,,20.28391167,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -2","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.34322034,317,0.39747634,,14.93,49,36,0.30469388,,47.0977918,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD2 - ORGANICO — Cópia","[PUBLICO LARISSA]",prospecting,archived,ad,1.04290429,316,0,,6.65,7,1,0.95,,21.0443038,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Dani - Vm",engaged,not_delivering,ad,1.17977528,315,0.11428571,,5.7,2,1,2.85,,18.0952381,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Video-Rmkt-DaniWinits — Cópia","LP - ATUAL",existing,archived,ad,1.20229008,315,0.02857143,,10.5,2,1,5.25,,33.33333333,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Vitoria - Vm",engaged,not_delivering,ad,1.22265625,313,0.23003195,,13.97780288,12,6,1.16481691,,44.65751718,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN TOFU","[TESTE PB FECHADO]",prospecting,active,ad,1.03986711,313,0.39936102,,7.82,2,2,3.91,,24.98402556,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS — Cópia — Cópia",[EVELIN],engaged,inactive,ad,1.18250951,311,0.08038585,,3.73,4,3,0.9325,,11.99356913,"Compras no site",3.73,1,0.25,1,40.6461126,"Valor de conversão da compra no site",151.61,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JADE TOFU — Cópia","teste publico novo - bid",engaged,not_delivering,ad,1.06551724,309,0.23624595,,19.39,8,7,2.42375,,62.75080906,"Compras no site",9.695,4,0.25,2,19.29963899,"Valor de conversão da compra no site",374.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN",EVELIN,existing,active,ad,1.10791367,308,0.10714286,,8.55457752,2,,4.27728876,,27.77460235,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS9,"Influ Morgana - Jejoom",prospecting,inactive,ad,1.05841924,308,0.33441558,,12.48,5,5,2.496,,40.51948052,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU 1","TONS TESTE",prospecting,not_delivering,ad,1.15355805,308,0.26948052,,10.78,3,2,3.59333333,,35,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2","LP - TOPO LM",engaged,archived,ad,1.32327586,307,0.14006515,,6.51,3,3,2.17,,21.20521173,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3- Q10","Arte Organica - Q10",prospecting,not_delivering,ad,1.17241379,306,0,,14.19,7,2,2.02714286,,46.37254902,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS8,"Influ Morgana - Jejoom",prospecting,inactive,ad,1.04081633,306,0.30718954,,13.18,7,6,1.88285714,,43.07189542,"Compras no site",13.18,1,0.14285714,1,11.39908953,"Valor de conversão da compra no site",150.24,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Influ Evelyn - Vm 2",existing,inactive,ad,1.27196653,304,0.23026316,,6.59,3,3,2.19666667,,21.67763158,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS2,"Influ Morgana - Jejoom",engaged,inactive,ad,1.08303249,300,0.28,,8.42,7,4,1.20285714,,28.06666667,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN",EVELIN,engaged,active,ad,1.08759124,298,0.17114094,,8.11382646,7,5,1.15911807,,27.22760556,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 5","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",prospecting,not_delivering,ad,1.1,297,0.1986532,,5.51078323,5,3,1.10215665,,18.55482568,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 7","Evelyn Regly BM - LM",existing,not_delivering,ad,1.16470588,297,0.16498316,,8.55,1,1,8.55,,28.78787879,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - JESSICA","[DIGESTINO] [RMKT]",engaged,not_delivering,ad,1.28571429,297,0.49494949,,11.13,36,29,0.30916667,,37.47474747,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT DANI — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.14728682,296,0.16891892,,9.19,2,1,4.595,,31.0472973,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 4","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",engaged,not_delivering,ad,1.15686275,295,0.19661017,,3.95,2,2,1.975,,13.38983051,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS  - EVELYN VM",EVELIN,prospecting,inactive,ad,1.121673,295,0.11864407,,6.6,3,2,2.2,,22.37288136,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Lari - Jejoom",prospecting,not_delivering,ad,1.172,293,0.19453925,,6.53,4,4,1.6325,,22.28668942,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - LARI","[CAMPANHA AQUISIÇÃO]",prospecting,inactive,ad,1.168,292,0.31506849,,6.65,3,2,2.21666667,,22.7739726,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 6","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.20661157,292,0.32876712,,5.36,7,5,0.76571429,,18.35616438,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - BOFU RMKT2 17-05","[INOSITOL] [RMKT]",existing,not_delivering,ad,1.31081081,291,0,,14.02,9,6,1.55777778,,48.17869416,"Compras no site",14.02,,0.11111111,1,11.32881598,"Valor de conversão da compra no site",158.83,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",24-12,"Influ Maritza 1 - LM TESTE TRAVA DE CPA",prospecting,archived,ad,1.22457627,289,0.14878893,,3.66,2,1,1.83,,12.66435986,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3 - 18-02",Jejoom,existing,not_delivering,ad,1.7202381,289,0,,5.56,,,,,19.23875433,,,,,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - BOFU — Cópia","TONS TESTE",prospecting,not_delivering,ad,1.04710145,289,0,,7.68,5,3,1.536,,26.57439446,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Influ Evelyn - Vm 2",prospecting,inactive,ad,1.20502092,288,0.20138889,,10.34,3,3,3.44666667,,35.90277778,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARISSA 2","LP - 1",prospecting,archived,ad,1.02135231,287,0.2369338,,6.25,3,,2.08333333,,21.77700348,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RAIZA MOFU","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.1504065,283,0.25795053,,14.79,4,1,3.6975,,52.2614841,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS - BRUNA 1 — Cópia","[DIGESTINO] [RMKT]",engaged,not_delivering,ad,1.19409283,283,0.16254417,,9.1,1,1,9.1,,32.15547703,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Rachel - Kit",engaged,not_delivering,ad,1.26457399,282,0.24822695,,10.92279785,4,3,2.73069946,,38.7333257,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RMKT",[RMK],existing,inactive,ad,1.08914729,281,0,,3.32,4,,0.83,,11.81494662,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","CARROSSEL 2 - 18-02","Carrossel - LM ROAS",prospecting,archived,ad,1.07279693,280,0,,12,3,2,4,,42.85714286,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.03703704,280,0.46428571,,5.38,2,,2.69,,19.21428571,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo 1 - Brenda 29/12 — Cópia","Lm Perfil Novo",existing,not_delivering,ad,1.23348018,280,0.13571429,,5.43,6,1,0.905,,19.39285714,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","CARROSSEL 1 - 18-02","Carrossel - LM ROAS",existing,archived,ad,1.27981651,279,0.11469534,,16.43,5,3,3.286,,58.88888889,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","ARTE 1 20-10-2025 DENAVITA","[CAMPANHA AQUISIÇÃO]",engaged,inactive,ad,1.2139738,278,0,,6.99,2,2,3.495,,25.14388489,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JESSICA MOFU NIVER","Evelyn Regly BM - LM",existing,not_delivering,ad,1.15481172,276,0.16666667,,12.49,3,3,4.16333333,,45.25362319,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 2 — Cópia","[VINAGRE] [RMKT]",existing,inactive,ad,1.14522822,276,0,,15.9,3,2,5.3,,57.60869565,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - SUSANA","[COLAGENO] [RMKT]",prospecting,inactive,ad,1.13168724,275,0.14181818,,4.71,4,2,1.1775,,17.12727273,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA — Cópia — Cópia","[TESTE PB FECHADO ANA ELISA]",engaged,active,ad,1.15546218,275,0.23272727,,5.37118143,6,4,0.8951969,,19.53156883,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS2- Q10","Arte Organica - Q10",existing,not_delivering,ad,1.12757202,274,0,,14.13,4,2,3.5325,,51.56934307,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Dani - Vm",engaged,not_delivering,ad,1.2079646,273,0.12820513,,6.01,1,1,6.01,,22.01465201,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - RAIZA","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.20264317,273,0.20512821,,12.5,7,4,1.78571429,,45.78754579,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS3 - VM","Arte Organica - VM",existing,archived,ad,1.17316017,271,0,,9.76,4,2,2.44,,36.01476015,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD1 - ORGANICO — Cópia","[PUBLICO LARISSA]",prospecting,archived,ad,1.05490196,269,0,,7.76,4,3,1.94,,28.84758364,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","CARROSSEL 2 - 18-02","Carrossel - LM ROAS",engaged,archived,ad,1.1622807,265,0,,9.66,2,1,4.83,,36.45283019,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 4","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.4640884,265,0.49433962,,8.95,40,22,0.22375,,33.77358491,"Compras no site",4.475,3,0.05,2,31.02905028,"Valor de conversão da compra no site",277.71,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Dani Arte - Lm",engaged,not_delivering,ad,1.21860465,262,0,,4.8,1,1,4.8,,18.32061069,"Compras no site",4.8,1,1,1,57.57916667,"Valor de conversão da compra no site",276.38,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - 18-02","Arte Organica - Digestino",existing,inactive,ad,1.09166667,262,0,,6.27395334,1,1,6.27395334,,23.9463868,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD14,"[VINAGRE] [RMKT]",existing,inactive,ad,1.11688312,258,0.28682171,,10.54,6,2,1.75666667,,40.85271318,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - MOFU 1","TONS TESTE",existing,not_delivering,ad,1.60625,257,0.34241245,,10.12,32,31,0.31625,,39.37743191,,,0,0,0,0.16600791,"Valor de conversão da compra no site",1.68,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS1 - VM","Arte Organica - VM",prospecting,archived,ad,1.06198347,257,0,,8.21,4,4,2.0525,,31.94552529,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1 - SABRINA","Influ Sabrina - Tons",engaged,inactive,ad,1.13274336,256,0.33984375,,6.35,5,3,1.27,,24.8046875,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN TOFU","[TESTE PB FECHADO]",existing,active,ad,1.03225806,256,0.3984375,,8.78,5,3,1.756,,34.296875,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 7","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.16972477,255,0.23137255,,2.89,1,,2.89,,11.33333333,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD9,"[VINAGRE] [RMKT]",existing,inactive,ad,1.14414414,254,0.29527559,,14.67,5,3,2.934,,57.75590551,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 7","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",engaged,not_delivering,ad,1.29230769,252,0.46031746,,13.54,36,25,0.37611111,,53.73015873,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia","[TESTE PB FECHADO]",engaged,active,ad,1.12556054,251,0,,7.24,1,1,7.24,,28.84462151,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD1 — Cópia",[EVELIN],existing,inactive,ad,1.11312217,246,0.10569106,,2.62,5,5,0.524,,10.6504065,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Mi Ruback - Vm",prospecting,archived,ad,1.05150215,245,0.09795918,,3.53,3,2,1.17666667,,14.40816327,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD3 -","[HIBRIDO] [ESTATICO ORG.] [BID 60]",engaged,inactive,ad,1.07964602,244,0.14344262,,3.19,1,,3.19,,13.07377049,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD1 — Cópia",[EVELIN],prospecting,inactive,ad,1.10958904,243,0.06995885,,1.2,1,1,1.2,,4.9382716,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD3,"ESTUDOS CLINICOS",engaged,archived,ad,1.08035714,242,0.12809917,,4.79,1,,4.79,,19.79338843,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -1","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,not_delivering,ad,1.10502283,242,0.22727273,,4.13,,,,,17.0661157,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia — Cópia","[TESTE PB FECHADO]",existing,active,ad,1.07142857,240,0,,5.99,1,,5.99,,24.95833333,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 7","[MOFU] [TIK TOK] - TESTE ATÉ 20-05",prospecting,not_delivering,ad,1.14285714,240,0.09166667,,6.15,3,3,2.05,,25.625,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - TOFU","[VINAGRE] [RMKT]",engaged,inactive,ad,1.234375,237,0.29535865,,5.16,12,9,0.43,,21.7721519,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD3,"ESTUDOS CLINICOS",existing,archived,ad,1.07727273,237,0.11392405,,4,1,1,4,,16.87763713,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS4,"Influ Morgana - Jejoom",existing,inactive,ad,1.15196078,235,0.26382979,,12.72,5,5,2.544,,54.12765957,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo Versão 2 - Sabrina 29/12 — Cópia","teste aquisição ate dia 15  - Lm",existing,inactive,ad,1.10849057,235,0.2212766,,3.98,4,3,0.995,,16.93617021,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD4 - ORGANICO","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.08837209,234,0,,5.93,1,1,5.93,,25.34188034,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 19-05 PERFIL DENA","[TESTE PB FECHADO]",existing,active,ad,1.1758794,234,0.36752137,,24.6,12,7,2.05,,105.12820513,"Compras no site",24.6,2,0.08333333,1,4.10813008,"Valor de conversão da compra no site",101.06,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",unknown,inactive,ad,1.01304348,233,0.19742489,,19.57747375,4,2,4.89436844,,84.02349249,"Compras no site",19.57747375,2,0.25,1,14.15453309,"Valor de conversão da compra no site",277.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARI 2","Influ Lari - Jejoom",prospecting,not_delivering,ad,1.05454545,232,0.34051724,,10.07,4,3,2.5175,,43.40517241,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1 - SABRINA","Influ Sabrina - Tons",existing,inactive,ad,1.14285714,232,0.22844828,,5.4,,,,,23.27586207,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - DANI TOFU","[AQUISIÇÃO]  [ADV. +]",unknown,inactive,ad,1.02666667,231,0.08658009,,9.04999629,,2,,,39.17747314,,,,,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JADE TOFU 19-05 BM JADE + DENA — Cópia","[TESTE PB FECHADO JADE]",engaged,active,ad,1.13793103,231,0.17316017,,4.31711409,1,,4.31711409,,18.6888056,,,,0,,,,,2026-01-01,2026-05-25
