"Nome da campanha","Segmentos de público","Nome do anúncio","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]",existing,ADS,inactive,ad,5.78665089,293470,0.09234334,,2584.76341262,3788,2515,0.68235571,,8.80758992,"Compras no site",46.99569841,208,0.01451954,55,4.62428396,"Valor de conversão da compra no site",11952.68,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - 4",inactive,ad,1.90297303,289956,0.26448841,,7151.7486088,2888,2713,2.47636725,,24.66494437,"Compras no site",60.09872781,288,0.04120499,119,2.71917136,"Valor de conversão da compra no site",19446.83,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",not_delivering,ad,5.4392061,289121,0.19477658,,4618.60621115,6831,4985,0.67612446,,15.97464802,"Compras no site",57.73257764,284,0.01171132,80,3.95292847,"Valor de conversão da compra no site",18257.02,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"ADS1 - EVELYN",inactive,ad,2.01556214,288564,0.31249913,,6332.48737176,2657,2233,2.38332231,,21.94482809,"Compras no site",62.69789477,505,0.0380128,101,2.90863588,"Valor de conversão da compra no site",18418.9,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - RMKT",inactive,ad,2.92479583,285074,0,,5976.32273832,2519,2114,2.37249811,,20.96411015,"Compras no site",60.36689635,415,0.03930131,99,3.02698345,"Valor de conversão da compra no site",18090.23,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 4 — Cópia",not_delivering,ad,2.01247475,284898,0.12658566,,2554.41709304,1213,1065,2.10586735,,8.9660759,"Compras no site",62.30285593,145,0.03380049,41,2.53427289,"Valor de conversão da compra no site",6473.59,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - ANA MOFU",inactive,ad,6.23058247,284856,0.09971354,,5107.40610187,3271,1910,1.56142039,,17.92978242,"Compras no site",53.76216949,315,0.02904311,95,3.84686465,"Valor de conversão da compra no site",19647.5,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - LARI TOFU",inactive,ad,2.92716988,282548,0.22087928,,8355.99306007,3192,2755,2.61779231,,29.57371158,"Compras no site",56.45941257,498,0.04636591,148,3.0786251,"Valor de conversão da compra no site",25724.97,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD -  ANA ELISA TOFU",not_delivering,ad,1.81412141,278874,0.25824207,,5439.32433987,2303,1886,2.36184296,,19.50459469,"Compras no site",63.24795744,323,0.0373426,86,2.51104166,"Valor de conversão da compra no site",13658.37,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD1 — Cópia",active,ad,2.97376588,278853,0,,6213.41788147,3116,2571,1.99403655,,22.28205499,"Compras no site",86.29747058,375,0.02310655,72,2.34205397,"Valor de conversão da compra no site",14552.16,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"[0 (0,00) | 7 (806,90) | 0 (0,00)] ADS - LM",inactive,ad,4.25941676,274447,0,,8402.02380129,2428,1767,3.46047109,,30.61437655,"Compras no site",56.77043109,504,0.06095552,148,2.94628896,"Valor de conversão da compra no site",24754.79,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - LARISSA MES CLIENTE",active,ad,2.48714393,274424,0.21216439,,5512.47863941,2339,1869,2.35676727,,20.08745095,"Compras no site",53.0046023,322,0.04446345,104,3.42260192,"Valor de conversão da compra no site",18867.02,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - RMKT",inactive,ad,5.27341084,273516,0.00022668,,7197.70149886,3336,2485,2.15758438,,26.31546783,"Compras no site",76.57129254,324,0.02817746,94,2.97715319,"Valor de conversão da compra no site",21428.66,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - TOFU",inactive,ad,3.13824938,272626,0.20159853,,9451.6212568,2672,1903,3.5372834,,34.6688183,"Compras no site",56.59653447,545,0.0625,167,3.25966193,"Valor de conversão da compra no site",30809.09,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - EVELYN",inactive,ad,2.79635751,272382,0.00192744,,6221.68605918,2372,2065,2.62297051,,22.84176656,"Compras no site",55.05916867,479,0.04763912,113,3.390732,"Valor de conversão da compra no site",21096.07,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD7 - BOFU",not_delivering,ad,4.655671,266607,0,,5111.39715402,2691,2120,1.89944153,,19.17202907,"Compras no site",67.25522571,480,0.02824229,76,3.17123274,"Valor de conversão da compra no site",16209.43,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD2 - MOFU",not_delivering,ad,1.48651799,256298,0.13638421,,5561.95742952,2878,2107,1.93257729,,21.70113473,"Compras no site",92.69929049,285,0.02084781,60,2.60613286,"Valor de conversão da compra no site",14495.2,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - RAIZA 3",inactive,ad,4.44025616,255852,0.12333302,,5910.49728275,2700,2259,2.18907307,,23.10123541,"Compras no site",48.44669904,408,0.04518519,122,3.87424085,"Valor de conversão da compra no site",22898.69,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - JESSICA",inactive,ad,4.47701099,254630,0.1799513,,12803.79791663,5072,4115,2.52440811,,50.28393322,"Compras no site",50.80872189,1246,0.04968454,252,3.92079603,"Valor de conversão da compra no site",50201.08,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"AD - JADE TOFU LP LM1",active,ad,2.16363963,252672,0.1590006,,4859.04567457,1876,1736,2.59010963,,19.23064556,"Compras no site",55.21642812,217,0.04690832,88,3.06778141,"Valor de conversão da compra no site",14906.49,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - ANA ELISA MOFU",not_delivering,ad,3.62802619,252663,0.1425456,,4842.11069097,4247,3071,1.14012496,,19.16430459,"Compras no site",61.29254039,358,0.01860137,79,3.55565395,"Valor de conversão da compra no site",17216.87,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD2 - ORGANICO",inactive,ad,2.0704486,251721,0,,5849.39798405,3516,3027,1.6636513,,23.23762413,"Compras no site",84.77388383,485,0.01962457,69,2.64926579,"Valor de conversão da compra no site",15496.61,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"Criativo Versão 2 - Sabrina 29/12",archived,ad,4.95199653,250883,0.15156069,,3886.03026639,2250,1032,1.72712456,,15.48941246,"Compras no site",40.47948194,220,0.04266667,96,5.68508182,"Valor de conversão da compra no site",22092.4,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"CRIATIVO 3 RMKT",inactive,ad,3.31656613,250152,0,,5741.68723923,3051,2377,1.88190339,,22.95279366,"Compras no site",56.84838851,362,0.0331039,101,3.30610659,"Valor de conversão da compra no site",18982.63,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD3,not_delivering,ad,2.28322226,249079,0,,2449.93,1437,1095,1.70489214,,9.83595566,"Compras no site",74.24030303,188,0.02296451,33,2.6672109,"Valor de conversão da compra no site",6534.48,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"[0 (0,00) | 7 (806,90) | 0 (0,00)] ADS - LM",inactive,ad,4.10903171,244812,0,,7699.37766481,1554,1096,4.95455448,,31.45016447,"Compras no site",61.59502132,385,0.08043758,125,2.96533447,"Valor de conversão da compra no site",22831.23,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD3 - MOFU",inactive,ad,1.61875256,244791,0.1586823,,5094.23273367,2346,1908,2.1714547,,20.81053933,"Compras no site",78.37281129,351,0.02770673,65,2.88329387,"Valor de conversão da compra no site",14688.17,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - NIVER 1",inactive,ad,1.4304183,242310,0.001853,,1342.88964702,791,506,1.69771131,,5.54203148,"Compras no site",122.080877,28,0.01390645,11,1.38398565,"Valor de conversão da compra no site",1858.54,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - ANA ELISA MOFU",not_delivering,ad,5.95090118,239375,0.12886893,,4883.30942579,4233,2807,1.1536285,,20.40024825,"Compras no site",55.49215257,332,0.02078904,88,3.79267591,"Valor de conversão da compra no site",18520.81,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"ADS 3 - MES DO CLIENTE — Cópia",inactive,ad,3.30896132,239089,0.00073613,,7068.96276868,2445,2025,2.89119132,,29.56624006,"Compras no site",69.98973038,506,0.04130879,101,3.64285693,"Valor de conversão da compra no site",25751.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 1",not_delivering,ad,1.92579748,238225,0.26545912,,2416.30339475,1936,1618,1.2480906,,10.14294635,"Compras no site",83.32080672,80,0.01497934,29,2.44953097,"Valor de conversão da compra no site",5918.81,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - EVELYN",not_delivering,ad,5.18931783,236581,0,,8424.38106163,2831,2312,2.97576159,,35.60886572,"Compras no site",41.91234359,658,0.07099965,201,3.96026483,"Valor de conversão da compra no site",33362.78,2026-01-01,2026-05-25
